Name	Coefficient	Coefficient_std_error	Coefficient_P_value	partition
Brain_Anterior_cingulate_cortex_(BA24)	4.64779144154e-09	3.50955298911e-09	0.0926974388546	13
Brain_Frontal_Cortex_(BA9)	4.43541002281e-09	4.06286290169e-09	0.137483434499	13
Brain_Hippocampus	3.05508716544e-09	4.12657551731e-09	0.229545516594	13
Brain_Cortex	2.60773100388e-09	4.44942351451e-09	0.278909905966	13
Brain_Spinal_cord_(cervical_c-1)	2.19458052626e-09	4.89261260551e-09	0.326878218051	13
Brain_Caudate_(basal_ganglia)	7.54656141012e-10	4.36234587312e-09	0.431328389127	13
Brain_Cerebellum	3.98230389046e-10	5.30177880708e-09	0.470062561532	13
Brain_Nucleus_accumbens_(basal_ganglia)	-1.04817948225e-09	4.04314399691e-09	0.602278288298	13
Brain_Substantia_nigra	-2.27928381103e-09	4.37373790063e-09	0.698861716363	13
Brain_Hypothalamus	-3.38956178844e-09	4.25129486883e-09	0.787361889583	13
Brain_Anterior_cingulate_cortex_(BA24)	6.62344253418e-09	4.63678804898e-09	0.0765804857796	14
Brain_Cerebellum	6.8912573417e-09	5.46596530807e-09	0.103698095882	14
Brain_Hypothalamus	3.61294430485e-09	4.98979567715e-09	0.23451242954	14
Brain_Amygdala	1.68253229861e-09	5.03068545422e-09	0.369018541514	14
Brain_Cerebellar_Hemisphere	-4.58456076797e-10	4.86003272948e-09	0.537577241175	14
Brain_Cortex	-1.84206719161e-09	5.15529064787e-09	0.639572326781	14
Brain_Putamen_(basal_ganglia)	-2.74737725582e-09	5.25469758001e-09	0.699457939316	14
Brain_Frontal_Cortex_(BA9)	-2.81965365166e-09	4.03868893719e-09	0.757461630681	14
Brain_Spinal_cord_(cervical_c-1)	-4.3252367093e-09	5.97444686899e-09	0.765453628518	14
Brain_Caudate_(basal_ganglia)	-4.7502808578e-09	5.14846070833e-09	0.821907897742	14
Brain_Nucleus_accumbens_(basal_ganglia)	-5.71497658136e-09	5.35283595442e-09	0.857161686517	14
Brain_Hippocampus	-5.3850658278e-09	4.75180019808e-09	0.871449257382	14
Brain_Substantia_nigra	-7.26353333836e-09	5.43369693316e-09	0.909349043181	14
Brain_Caudate_(basal_ganglia)	6.34690282269e-09	3.88577609039e-09	0.0511957979336	15
Brain_Anterior_cingulate_cortex_(BA24)	5.17249902428e-09	4.36164842874e-09	0.117829984154	15
Brain_Cortex	4.22356408367e-09	4.2137721484e-09	0.158093617318	15
Brain_Putamen_(basal_ganglia)	2.9121609817e-09	4.5647564796e-09	0.261747795934	15
Brain_Nucleus_accumbens_(basal_ganglia)	2.6073186575e-09	4.31109452633e-09	0.272658360093	15
Brain_Amygdala	2.49732973997e-09	4.57671315502e-09	0.292649803196	15
Brain_Cerebellar_Hemisphere	1.03082174892e-09	5.06549235034e-09	0.419372581407	15
